cognom;freq1;freq2;fre1i2
SANCHEZ GIL;245;229;8
GERMADE;245;229;0
MORENO CID;245;216;0
DELVALLE;245;215;0
CAURIN;245;214;5
ADRIO;245;212;0
BOZADA;245;208;0
AZON;245;205;0
BURES;245;204;0
CARNICE;245;203;0
CAPAPE;245;202;0
RESTA;245;188;0
UNZALU;245;184;0
CACICEDO;245;179;0
MAZZA;245;102;6
PINNA;245;90;0
KHLIFI;245;89;0
COLEMAN;245;66;0
VITALE;245;65;0
DIONE;245;56;0
SULLIVAN;245;49;0
BOOTH;245;33;0
TINCA;245;23;0
QIN;245;13;0
FECHETE;245;11;0
PUCHAL;244;327;0
OREGUI;244;299;0
ELDUAYEN;244;288;0
TURIÑO;244;280;20
LAINA;244;280;17
PRUNES;244;275;0
ESTAÑOL;244;263;0
LOURENÇO;244;262;7
HORTET;244;258;0
MONTAL;244;254;0
ABAN;244;252;0
GILER;244;252;0
REINES;244;250;0
AMAGUAÑA;244;245;5
GONZALEZ ALBO;244;245;0
CALVERAS;244;244;0
NIZ;244;238;0
PLACENCIA;244;235;0
VENA;244;235;0
TRAPIELLO;244;225;0
PALENQUE;244;224;0
RABANILLO;244;223;0
BONAFONTE;244;220;0
SERER;244;217;0
DE LA CALZADA;244;213;0
CILVETI;244;188;0
URABAYEN;244;184;5
EIGUREN;244;180;0
FIGUEIRIDO;244;165;0
CHAMADOIRA;244;163;0
ASUMU;244;152;0
DE LA DUEÑA;244;145;0
HARTMANN;244;127;0
EL GHZAOUI;244;125;0
TOUATI;244;69;0
FERGUSON;244;59;0
WAN;244;32;0
LEI;244;22;0
DRAGU;244;16;0
DEAC;244;14;0
BELIJAR;243;297;0
PINAL;243;284;0
DOURADO;243;277;0
SEGURO;243;273;0
JURIO;243;264;8
ICHASO;243;264;0
GALIOT;243;252;0
MANCEÑIDO;243;252;0
BALEIRON;243;242;5
MOGUEL;243;241;0
DANA;243;239;0
POZUETA;243;238;0
ANALUISA;243;237;11
ONDARRA;243;236;0
DELFIN;243;235;0
ASUERO;243;231;0
AYAS;243;230;0
ESTADES;243;230;0
CIGES;243;228;0
SALUD;243;228;0
DOVALE;243;226;0
DOCON;243;224;0
MONLLEO;243;221;0
LLARIO;243;217;0
BABOT;243;208;0
ABEAL;243;198;0
MALON;243;190;0
POBO;243;185;0
EDERRA;243;183;0
FERNANDEZ MIRANDA;243;164;7
YAKHLEF;243;104;6
VACCARO;243;101;0
OUAHBI;243;57;0
MILES;243;55;0
DAVIDSON;243;48;0
GRIFFIN;243;33;0
PRECUP;243;24;0
CHIOREAN;243;23;0
YUDEGO;242;288;0
LARIÑO;242;283;0
CALLAO;242;279;0
MIMOSO;242;277;0
PALLA;242;271;0
ARACENA;242;268;0
ADAMEZ;242;267;0
ONSURBE;242;260;0
AUYANET;242;257;0
MONGIL;242;256;0
NOGUERALES;242;255;21
BRAVO DE LAGUNA;242;250;0
ARRAYAS;242;248;0
TARRAZO;242;246;0
CHAOS;242;245;0
ROSQUETE;242;241;0
BORDETAS;242;240;0
PARRAL;242;239;0
BARANDELA;242;237;9
MATELLANO;242;234;0
PEÑARROJA;242;233;0
CASAU;242;229;0
CIRUJANO;242;229;0
VERTIZ;242;223;0
JAUDENES;242;222;0
GARCIA DE LEON;242;220;0
LIBANO;242;217;0
SURIS;242;216;0
TORRANDELL;242;208;0
TARGA;242;203;0
VILADOT;242;198;0
PESANTES;242;193;0
HADRI;242;112;8
SAOUD;242;93;0
HOUARI;242;89;8
BOUSSAID;242;76;7
DAHBANI;242;50;0
WATTS;242;39;0
MIHAILESCU;242;20;0
SHU;242;20;0
DE RIVAS;241;355;7
COSTERO;241;276;11
MESANZA;241;276;0
PATILLA;241;264;0
SISTERNAS;241;262;9
ESPINAZO;241;262;0
CASTERA;241;259;0
BERROA;241;248;6
ASTOBIZA;241;246;8
PERETE;241;242;0
CARDENO;241;241;6
SANTOS OLMO;241;241;0
REVALIENTE;241;240;0
ARAMBURO;241;233;0
TIRADOR;241;232;0
USED;241;223;0
ECHEVARRIETA;241;217;0
SOMARRIBA;241;213;6
TACON;241;213;0
CONTELL;241;203;0
CANDAS;241;202;0
SAN FELIX;241;191;0
LABERNIA;241;176;6
MARMANEU;241;173;0
SAENZ DE URTURI;241;165;0
BENKTIB;241;140;6
OUAALI;241;103;0
FUCHS;241;101;0
O'DONNELL;241;97;0
BARHOUN;241;79;9
EL KHOULATI;241;68;16
DEMBA;241;48;0
ERRAFAI;241;44;21
STEVENSON;241;39;0
PUSCAS;241;24;0
MATILLAS;240;297;0
ARANGUENA;240;296;0
GONZALVES;240;272;5
PASCUET;240;270;0
OÑEDERRA;240;263;0
ARISPON;240;261;6
JASPE;240;260;0
MARRUGAT;240;254;0
NOBREGA;240;251;0
FOLLA;240;245;0
SANCHEZ PASCUALA;240;243;12
DAPONTE;240;241;0
FISAS;240;239;0
SOLANELLAS;240;235;0
ARRUEGO;240;233;0
PIEDEHIERRO;240;229;0
MENEU;240;226;0
SAGUE;240;225;0
MIJAN;240;222;0
TABORGA;240;222;0
URGILES;240;221;12
CEBA;240;221;0
MASMITJA;240;221;0
CAMELLO;240;216;0
HERNANI;240;203;0
SERGIO;240;203;0
GODO;240;201;0
GARCIA PRIETO;240;199;0
CECILIO;240;198;0
TOURIÑAN;240;185;0
GENESTAR;240;184;0
RAIMUNDEZ;240;176;0
RENESES;240;175;0
COMI;240;171;0
LAUZIRIKA;240;171;0
CARUANA;240;150;0
LAU;240;143;0
BATOOL;240;96;0
ENNACIRI;240;77;0
CARR;240;62;0
SANYANG;240;52;10
CHAMBERS;240;25;0
BAGAYOKO;240;24;0
MURARIU;240;20;0
IVAYLOVA;240;17;0
DANCI;240;7;0
CUNCHILLOS;239;315;0
ABAITUA;239;263;0
ALBIZUA;239;257;0
LLERANDI;239;255;0
DE LA RED;239;252;0
MONEREO;239;250;0
RUVIRA;239;249;5
AMESTOY;239;249;0
GAYANGO;239;249;0
LOPETEGI;239;248;0
RAYAS;239;244;0
MOLI;239;243;0
PARDELL;239;239;0
MONTMANY;239;237;0
CARROBLES;239;235;0
CASTANERA;239;232;0
PASANTES;239;231;8
GARCIA UCEDA;239;231;0
BERRO;239;228;0
ARDIACA;239;226;11
ESTURILLO;239;221;0
REX;239;218;0
ALCELAY;239;216;0
SANGENIS;239;214;0
MATABUENA;239;209;0
TUGUES;239;209;0
SAGUILLO;239;208;0
OUBEL;239;205;0
CASIANO;239;202;0
ESPEL;239;202;0
PADIERNA;239;201;0
BERGASA;239;196;0
BUHIGAS;239;194;0
SANLLEHI;239;182;0
SOPELANA;239;179;0
ALDEKOA;239;171;0
RAISS;239;129;5
DERRAZ;239;102;6
MONACO;239;94;0
PELLEGRINI;239;81;0
BERG;239;70;0
HARDING;239;36;0
ONOFREI;239;36;0
TURCANU;239;26;0
BUGA;239;23;0
VILLAREAL;238;384;0
ARMIÑANA;238;300;0
BARCHINO;238;296;0
CERROS;238;283;0
CALLIS;238;266;0
RECAS;238;259;0
PELOCHE;238;257;0
ZUNZARREN;238;256;0
CONTELLES;238;254;0
FUNGUEIRIÑO;238;254;0
AVENTIN;238;244;0
YBAÑEZ;238;242;0
CULLA;238;241;0
YERRO;238;240;8
ROT;238;239;0
BRETO;238;234;0
PARADELL;238;234;0
CAPELLADES;238;233;0
GARCIA VAQUERO;238;226;11
ATENCIO;238;226;0
CAMPAMA;238;225;0
ZUAZU;238;222;7
AHUIR;238;222;0
AMBEL;238;221;0
LOAISA;238;220;0
HINESTROSA;238;219;0
CAICOYA;238;217;0
BASTIAS;238;216;0
GARCIA DE QUIROS;238;216;0
LACAVE;238;213;0
COSCOLIN;238;210;0
FAULI;238;210;0
VIÑE;238;210;0
ETXABURU;238;209;0
SALADIE;238;206;9
ARBAT;238;202;0
CASULLERAS;238;202;0
CADAVAL;238;201;0
BORRA;238;200;0
MINCHON;238;199;0
GOMEZ ACEBO;238;197;0
BAILACH;238;192;0
BRAZ;238;192;0
GUIROLA;238;191;0
GABIAN;238;188;0
VISEDO;238;183;0
CAVALLER;238;180;0
PELLUS;238;180;0
MAGRANS;238;174;0
SAMUEL;238;158;5
AMAKRAN;238;112;0
SORRENTINO;238;99;0
SIMONS;238;91;0
MEIER;238;83;0
EL FAKIRI;238;75;7
BOYKO;238;54;8
MUELLER;238;36;0
NICHOLSON;238;29;0
GRAMA;238;20;0
SAN LUIS;237;340;0
ARGUMOSA;237;283;0
FREJO;237;283;0
ANUNCIBAY;237;261;0
FALCONES;237;258;11
CORTADO;237;243;0
VILORIO;237;240;0
MOROLLON;237;237;0
CEDENA;237;236;0
MUSTE;237;235;0
NINE;237;229;0
ARIZMENDIARRIETA;237;228;0
ARNILLAS;237;225;0
SANFIZ;237;223;5
GELONCH;237;222;0
GAUTO;237;221;6
OLABE;237;220;0
BOBO;237;219;0
PAMBLANCO;237;212;0
LOPEZ TELLO;237;210;0
ALANDES;237;208;0
ANSIO;237;205;6
ROTLLAN;237;203;0
CHICHON;237;202;10
CONCEICAO;237;202;0
SANTALO;237;202;0
ARZUA;237;198;0
TOBELLA;237;195;0
MINER;237;190;0
OTANO;237;190;0
AMATO;237;99;0
EL BARAKA;237;73;0
BOUAYAD;237;72;0
OTMANI;237;71;0
BERRY;237;70;0
DIENE;237;55;0
RADOUANE;237;49;0
REGUERAS;236;319;6
URQUIAGA;236;312;0
POLLO;236;282;0
OCERIN;236;276;0
SANCHEZ BERMEJO;236;275;0
ARGANDA;236;266;0
JAQUES;236;255;0
RUIZ HERMOSA;236;252;12
CECA;236;252;0
SAN ESTEBAN;236;250;0
NESPEREIRA;236;244;10
GANAZA;236;244;0
MERELES;236;238;5
MERIDEÑO;236;236;0
REGAS;236;235;0
DIESTRE;236;232;0
TENESACA;236;232;0
SORTO;236;231;7
ELIZARI;236;231;0
BRONCHAL;236;230;0
BENACHES;236;228;0
TURU;236;228;0
DIAZ PARREÑO;236;224;0
FLAQUE;236;222;0
PRINCIPAL;236;222;0
RIBOTE;236;218;0
ANGULLO;236;217;0
CLAVAIN;236;215;6
ANELO;236;212;0
CASTRELO;236;202;0
HORMAZA;236;202;0
MITJA;236;198;0
ABOAL;236;193;5
ABETE;236;192;0
BUSNADIEGO;236;192;0
AIJON;236;186;0
ALAJARIN;236;182;0
CARRELLAN;236;176;0
ZARHOUNI;236;89;0
SIPOS;236;58;0
MAZILU;236;27;7
LASCU;236;25;0
BURRUEZO;235;298;0
LAVIANA;235;296;0
URES;235;283;0
BOROBIO;235;277;0
JAUREGUIZAR;235;270;0
DE ROA;235;262;0
CEPRIAN;235;260;0
CASAMIAN;235;258;7
DE MATIAS;235;242;10
ORTIGA;235;240;0
OSADO;235;240;0
CEAMANOS;235;239;0
IRURE;235;239;0
VIRUEL;235;239;0
GRIJOTA;235;237;0
MONTELL;235;232;0
PETITE;235;229;0
PASTUR;235;228;0
AGUDIN;235;227;0
OJADOS;235;227;0
FERNANDEZ BAILLO;235;226;0
ORRANTIA;235;222;0
GUZON;235;212;0
ALIS;235;211;0
CEBRINO;235;205;0
CEDRUN;235;203;0
SORNI;235;195;0
RAMCHANDANI;235;193;81
GAUCHIA;235;192;0
ESQUERRE;235;191;0
MAHTANI;235;188;69
ESTRUGO;235;177;0
DUPUY;235;161;0
MANSSOURI;235;83;8
KADA;235;72;5
BELAIDI;235;70;0
JAOUHARI;235;58;0
NAJIM;235;51;0
PARSONS;235;39;0
NAN;235;33;0
VASILIU;235;27;0
CIMPEAN;235;22;0
ALECU;235;20;0
GOLDARAZ;234;289;0
VICANDI;234;284;0
LUESMA;234;271;0
CORACHAN;234;268;0
URGELLES;234;264;0
VASCONCELOS;234;255;0
TRUYOL;234;253;0
TUÑEZ;234;242;0
ZURRIAGA;234;241;0
RECAJ;234;237;8
SUBIROS;234;235;0
RITUERTO;234;233;0
CIRRE;234;231;0
TARRE;234;231;0
HUMET;234;230;0
ALTOLAGUIRRE;234;229;0
SERRUDO;234;226;0
GALEY;234;223;0
FARIZA;234;221;0
VILABOY;234;219;6
VELERT;234;217;0
SOLAGUREN;234;216;0
SALORIO;234;212;0
ALBINO;234;210;0
OUTUMURO;234;209;12
GERVAS;234;209;0
PORROCHE;234;209;0
BENDAÑA;234;208;0
EGIGUREN;234;205;0
VENZALA;234;194;0
CHOYA;234;190;0
MUÑECAS;234;188;0
SANCHEZ LAFUENTE;234;184;0
GARITAGOITIA;234;180;0
ZENDOIA;234;177;0
DIAZ CAMPO;234;171;0
DE JOSE;234;147;0
RAHAL;234;132;0
EL MOUSSATI;234;124;5
HAIDAR;234;91;0
DIEME;234;63;10
ADDI;234;62;0
JARMOUNI;234;51;7
OPPONG;234;35;0
ANDREICA;234;23;5
MOREJUDO;233;284;10
BRUGADA;233;278;0
CORBATON;233;275;0
FIAÑO;233;262;5
ASCENSION;233;259;5
SABADO;233;255;0
TALARN;233;250;0
CHARDI;233;248;0
ARAGUETE;233;239;0
SOCUELLAMOS;233;234;0
ARDIL;233;232;0
CORON;233;230;0
IRADI;233;228;0
OGUETA;233;224;0
BALDONEDO;233;221;0
GARCIA DEL CASTILLO;233;220;0
ARNAN;233;218;0
POLVOROSA;233;217;0
NIETO SANDOVAL;233;216;0
VILAMITJANA;233;208;0
NAGERA;233;206;6
BONCOMPTE;233;206;0
PESET;233;202;0
GRISALEÑA;233;200;0
LAMBARRI;233;195;0
RENILLA;233;191;8
FAGES;233;189;0
ESQUEMBRE;233;184;0
DIMOV;233;179;11
SOME;233;174;0
PALERMO;233;146;0
MORETTI;233;98;0
CHAHBOUNI;233;90;9
RABAH;233;90;0
ZOUHRI;233;80;0
EL HAJI;233;66;5
ASHFAQ;233;25;0
ANDRONACHE;233;17;0
AFZAAL;233;16;0
MONTALBO;232;296;7
BUEY;232;284;0
ALDOMA;232;276;0
YURREBASO;232;263;0
BIDEGAIN;232;262;0
EIXARCH;232;255;0
PRADILLA;232;255;0
RAZOLA;232;251;0
ABENDAÑO;232;249;0
BALANZATEGUI;232;243;0
BACELO;232;235;5
CABALLOS;232;229;0
CAÑEQUE;232;228;0
MAIRATA;232;228;0
BENACH;232;227;0
TERRADEZ;232;227;0
FOLLANA;232;225;0
UBERO;232;224;0
ARRECHE;232;220;0
DORANTE;232;220;0
ROCANDIO;232;220;0
MAYOLAS;232;214;0
ARAKISTAIN;232;211;0
BALEATO;232;211;0
IGEÑO;232;204;0
ARROYOS;232;200;0
BARGE;232;200;0
BAZARRA;232;199;0
DOSUNA;232;193;0
IRAÑETA;232;188;0
KADDOUR;232;188;0
VILADOMAT;232;185;0
MARTIN NIÑO;232;177;0
GAINZARAIN;232;150;0
FARINA;232;93;0
EL GHALBZOURI;232;86;13
MAAMRI;232;79;12
OUHADDOU;232;79;11
ZIANE;232;71;0
RAHOU;232;69;0
JAMMEH;232;64;0
MRINI;232;60;0
MANUKYAN;232;56;0
OPOKU;232;40;0
JIANU;232;19;0
ANDRIES;232;13;0
DUÑABEITIA;231;319;0
RIQUEL;231;305;0
GRAIÑO;231;279;0
LA ORDEN;231;275;0
SERAROLS;231;275;0
BOLADERAS;231;274;0
SIDERA;231;264;0
FRESNEDO;231;260;0
ROTAECHE;231;256;0
RAJADO;231;255;0
OUTES;231;251;0
TORRILLAS;231;249;10
BARALDES;231;249;5
IZUEL;231;247;0
GARROBO;231;246;0
LLABERIA;231;243;0
PERE;231;242;0
COBARRO;231;238;0
MANGANA;231;236;0
REJA;231;230;0
AGAPITO;231;229;0
ARCIS;231;226;0
TRANCHO;231;221;0
MASVIDAL;231;220;0
BAYONAS;231;215;0
DE SAA;231;213;0
ESPUELA;231;213;0
SAYOL;231;211;0
RUFAT;231;205;0
CASCANT;231;204;5
TAUS;231;201;0
GALOBARDES;231;200;0
PEQUERUL;231;191;0
CHINCOA;231;185;0
GIRONDA;231;182;0
LENA;231;178;0
BERMAN;231;174;0
ROQUER;231;167;0
SANCHEZ PALENCIA;231;152;0
ELIZBURU;231;148;0
DE ROSA;231;133;0
CASTANYER;231;121;0
HAJI;231;75;0
BAIDA;231;73;0
BEN ABDELLAH;231;59;0
BARNA;231;23;0
COJOCARIU;231;23;0
BUZATU;231;12;0
BARBARROJA;230;315;0
CIBRIAN;230;302;5
GOYES;230;282;0
COLMENAREZ;230;279;0
GARASA;230;278;0
PORTALO;230;276;0
MALLEBRERA;230;273;0
PEDRAZUELA;230;271;0
ALBAS;230;265;6
LUCERON;230;262;0
LETON;230;261;0
FARRERONS;230;252;0
LARES;230;250;0
MAINEZ;230;241;0
GURTUBAY;230;239;0
ORTUN;230;239;0
AMBROA;230;238;0
DE LA MOTA;230;237;0
DIAZ REGAÑON;230;234;8
GARAVITO;230;229;0
MONTECINO;230;228;32
GENERELO;230;227;0
ALUMBREROS;230;221;0
DE LA VIÑA;230;220;0
SITJES;230;220;0
GOVANTES;230;218;0
YUFERA;230;214;0
HUMANEZ;230;206;0
ALLICA;230;205;0
SANCHEZ DE ROJAS;230;205;0
TOUZON;230;199;0
RANEDO;230;198;0
TODO;230;193;0
SALEGI;230;192;0
MOÑIZ;230;191;0
LLACA;230;190;5
COMENGE;230;186;0
DE PASCUAL;230;175;0
SANTIVERI;230;175;0
EGUES;230;170;0
LADERAS;230;170;0
JAIO;230;166;0
SALEK;230;138;0
BOS;230;128;0
ANDREEV;230;103;8
AHANNACH;230;80;21
FARHAT;230;68;7
BENCHEIKH;230;67;0
LAMGHARI;230;60;0
CARROLL;230;49;0
RHODES;230;46;0
DRAGOS;230;22;0
GONG;230;14;0
AGUILOCHO;229;314;0
BUEZO;229;275;7
PANTIGA;229;273;0
PONTONES;229;267;0
ALBEA;229;259;0
ISASTI;229;259;0
CAGIDE;229;250;0
ESTRAGUES;229;244;0
SESTO;229;244;0
CAMAZON;229;243;0
LEIZA;229;239;0
MONLLAU;229;234;0
ARIZTIMUÑO;229;232;8
ALVIZ;229;226;0
PORRAL;229;221;0
RABELL;229;219;0
RUIZ DE ARBULO;229;217;0
GARCIA DE ALBENIZ;229;214;10
SALVANY;229;211;0
YLLA;229;210;0
SAYALERO;229;209;0
ESCAYOLA;229;206;0
ANABITARTE;229;201;0
CARPE;229;193;0
MAINER;229;186;0
MENEZES;229;182;0
HERVADA;229;178;0
CARRA;229;177;0
SAINZ DE BARANDA;229;173;0
CINTRANO;229;172;0
ITURRATE;229;170;0
CAÑIGUERAL;229;165;0
SAN GREGORIO;229;162;0
BAHLOUL;229;93;5
KHOUYA;229;85;0
MIFTAH;229;77;0
FARSI;229;69;20
OKAFOR;229;68;18
ANJUM;229;68;0
CALOTA;229;17;0
GUARRO;228;339;0
ASANZA;228;284;14
LUENGAS;228;271;0
NUÑEZ ARENAS;228;270;0
LALIENA;228;269;0
CAPAFONS;228;253;0
LIZASOAIN;228;251;0
BAUDET;228;245;0
CUELLA;228;244;0
SEUBA;228;242;0
QUISBERT;228;236;0
LASCURAIN;228;233;0
GASTAMINZA;228;230;0
ACINAS;228;222;0
VILLAFAFILA;228;219;5
LIZAGA;228;219;0
TRAID;228;218;9
ADALIA;228;218;0
ARROITA;228;213;0
CANTERLA;228;211;0
PROUS;228;209;0
GOIG;228;208;0
CAMPANER;228;206;0
NORNIELLA;228;206;0
HUEBRA;228;204;0
COTOS;228;203;0
JUGUERA;228;201;0
RETOLAZA;228;200;0
TAÑA;228;198;0
GRIMAU;228;196;0
MOROÑO;228;196;0
BASANTE;228;190;0
CEADA;228;188;0
DEL CACHO;228;181;0
COMAMALA;228;174;0
TRAMULLAS;228;174;0
SALICHS;228;168;0
GOROSTIZAGA;228;165;0
JUESAS;228;156;0
OYONO;228;109;0
HANNA;228;91;5
EL HAJOUI;228;79;16
LEYE;228;44;7
BUNEA;228;28;0
NECHIFOR;228;18;0
MAMOLAR;227;279;0
MONJA;227;273;8
MUÑOZ QUIROS;227;263;6
LARIZGOITIA;227;262;0
ATENZA;227;257;0
YABAR;227;254;0
PARAFITA;227;252;5
GRIFOL;227;252;0
LLETI;227;249;0
PEROGIL;227;249;0
ONTIVERO;227;242;0
BADAJOZ;227;241;0
CUERPO;227;240;0
PLANELLAS;227;237;0
YUPANQUI;227;237;0
CARLAVILLA;227;236;5
VISCASILLAS;227;236;0
MOLLEDO;227;225;0
ALSO;227;214;0
ARISMENDI;227;212;0
GARULO;227;212;0
BUZNEGO;227;210;0
RUIGOMEZ;227;205;0
ISANTA;227;197;0
SUANES;227;197;0
VITON;227;197;0
CHOCERO;227;195;0
OLAZAR;227;192;0
SALSE;227;184;0
POZUECO;227;182;0
MANSANET;227;181;10
PEDRAYES;227;180;0
LLIMONA;227;174;0
UCHE;227;158;0
ROM;227;156;0
CHAM;227;107;20
EL ACHHAB;227;83;0
DERKAOUI;227;82;0
EL HANNAOUI;227;38;0
MIRICA;227;28;0
RAFIQUE;227;25;0
MASGRAU;226;313;0
MAURIN;226;292;0
AGUILLO;226;279;0
RADUA;226;272;8
SORALUCE;226;260;0
ATOCHE;226;256;0
CHARCOS;226;256;0
MASIDE;226;254;0
PAESA;226;253;0
POCERO;226;253;0
TRONCHO;226;250;11
PALMAS;226;248;0
ZANUY;226;247;0
MARFA;226;244;0
GARCIA MASCARAQUE;226;241;0
CABANELLAS;226;239;0
IRUZUBIETA;226;239;0
ALBUJER;226;238;0
TRO;226;236;0
TOBIA;226;235;0
MAJADAS;226;233;0
ALMENDAREZ;226;232;5
VILLALPANDO;226;228;0
AYUELA;226;224;0
CRUJERA;226;218;0
GOIRIENA;226;216;11
ALBERRO;226;214;0
TELL;226;214;0
LORENCIO;226;213;0
PUEBLAS;226;212;0
LUCAS TORRES;226;209;0
BARRADA;226;208;0
CASEIRO;226;206;5
CHAUCA;226;206;0
CHACIN;226;202;0
SANSALVADOR;226;200;0
TERRADOS;226;200;0
SARAIVA;226;199;0
MONTASELL;226;195;0
FALCONI;226;191;0
PONTI;226;190;0
EROSTARBE;226;185;0
DEVI;226;180;0
TOVAL;226;177;0
MASCLANS;226;165;0
MOLLER;226;165;0
DINARES;226;162;0
GARCIA ROMERAL;226;160;0
NDONGO;226;101;0
KHALDI;226;75;0
ROUAZ;226;57;0
FARKAS;226;48;0
BORS;226;43;5
LAWSON;226;36;0
TANVEER;226;36;0
EDDAOUDI;226;30;0
CAPATINA;226;12;0
SUANCES;225;300;0
AMPARO;225;283;7
IRIGOIEN;225;273;0
OMEÑACA;225;272;0
OROVIO;225;270;0
FUENTENEBRO;225;266;0
RIQUE;225;260;0
CARMEN;225;248;0
CHANIVET;225;243;0
OROL;225;241;8
CORTAJARENA;225;236;0
ARANCETA;225;232;0
CAMPIÑA;225;228;0
CHORQUES;225;225;0
BERNUZ;225;223;0
CORTEJOSA;225;218;0
MUJAL;225;216;0
GRUEIRO;225;215;0
VITE;225;210;0
CORS;225;208;0
GUIZA;225;205;0
CEBRECOS;225;197;0
MELARA;225;195;0
PIRO;225;189;0
CORDELLAT;225;187;0
ESPIRITU;225;187;0
ANASTASIO;225;186;0
BELSUE;225;185;0
FREITES;225;182;0
BEASKOETXEA;225;181;0
LEJARRETA;225;181;0
DIES;225;179;0
MARTINEZ DE SAN VICENTE;225;178;0
ANDIVIA;225;175;0
MEDIO;225;174;0
COST;225;172;0
CENADOR;225;168;11
ROCABADO;225;168;0
MARTINEZ DE ALBENIZ;225;167;0
MUGUETA;225;162;0
CERES;225;160;0
MUSSO;225;156;0
BENSLIMAN;225;123;5
SADDIKI;225;123;0
SAENZ DE SANTA MARIA;225;120;0
OULHAJ;225;62;0
OURKIA;225;53;20
CAMERON;225;53;0
LANE;225;31;0
CISSOKO;225;25;0
VASILACHE;225;18;0
ARBE;224;285;0
CANGO;224;271;12
MUNIENTE;224;267;6
PONSETI;224;257;0
BALTAZAR;224;253;0
SUELVES;224;244;0
CORBILLON;224;243;0
RADIO;224;234;0
GINZO;224;233;0
MASSIP;224;227;0
USACH;224;215;0
PALAFOX;224;209;0
EQUISOAIN;224;203;0
ORTAL;224;200;0
CORVALAN;224;199;0
BAYAS;224;197;0
MAJUELOS;224;195;0
SARRALDE;224;194;0
RAURICH;224;193;0
CAMPDERROS;224;191;0
AÑAZCO;224;187;9
DE HITA;224;186;0
ALORS;224;180;0
BENDALA;224;179;0
GOMEZ RICO;224;171;0
GALL;224;169;0
ACITORES;224;165;0
MEMBRILLO;224;158;0
MOREAU;224;157;6
COMABELLA;224;157;0
YANKOVA;224;149;12
MISIEGO;224;136;0
LAKBIR;224;90;5
SALMAN;224;88;11
AMZIL;224;40;7
VESELINOVA;224;40;0
THIAW;224;37;0
GHINEA;224;28;0
SUANZES;223;302;0
AMIGOT;223;294;0
PALASI;223;258;0
GALDONA;223;257;0
ECHAURI;223;249;0
MOUGAN;223;240;0
BELLANCO;223;239;0
OTAZO;223;233;0
GORT;223;225;0
TOSCO;223;224;0
BAÑOL;223;223;9
VIEL;223;223;0
MAINE;223;220;0
CASTELLTORT;223;219;0
SELLAN;223;217;0
ZOROA;223;217;0
GUANTES;223;212;5
BUSOM;223;212;0
GONFAUS;223;209;0
FLORENCIANO;223;203;0
AYET;223;201;0
BAGLIETTO;223;201;0
REQUERO;223;201;0
EITO;223;199;5
BASANTES;223;197;0
CASTIBLANQUE;223;192;0
VENTAYOL;223;191;5
IRAVEDRA;223;186;0
SORT;223;173;0
MUIXI;223;170;0
FELTRER;223;167;0
VILLAMON;223;166;0
ABDALA;223;162;0
ALARCO;223;158;0
CHONG;223;149;0
ORTIZ DE GUINEA;223;137;0
OLIVIER;223;124;0
RAISSOUNI;223;102;25
HAMDOUN;223;101;8
MALEK;223;89;0
MAHI;223;75;0
EL HAMZAOUI;223;66;5
MESSINA;223;54;0
CIUBOTARU;223;34;5
SANOGO;223;31;0
MATACHE;223;17;0
CIUREA;223;13;0
JAREN;222;329;0
ICETA;222;306;0
ARAQUISTAIN;222;290;0
BAUSELA;222;278;5
DE ORO;222;272;0
OLAETA;222;270;5
CERDERA;222;265;0
CHINCHURRETA;222;265;0
SERRALLONGA;222;253;0
MAZUELA;222;250;0
LLADRO;222;240;0
MATALOBOS;222;236;0
MASIAS;222;235;0
CALM;222;234;0
AÑEL;222;231;0
CERQUERA;222;230;0
CHEDA;222;227;0
MASAQUIZA;222;225;71
CALAMA;222;225;0
HERNANDIZ;222;222;9
CHAQUES;222;221;0
BERENGUERAS;222;219;0
LLADOSA;222;219;0
GALLOFRE;222;208;0
NOGUEIRO;222;205;0
ALTABLE;222;202;0
IZU;222;202;0
COSTAFREDA;222;198;0
DIMOVA;222;190;11
SANZ DE GALDEANO;222;189;0
LUZARRAGA;222;186;0
FORS;222;183;0
MARGARETO;222;177;0
GOIRIGOLZARRI;222;168;0
BERRAONDO;222;160;0
HARTO;222;159;0
MALLENCO;222;157;0
SICRE;222;119;0
BENALLAL;222;115;0
NEGRI;222;115;0
ZAHRI;222;109;5
BOUGRINE;222;96;8
AKACHAR;222;90;0
OUFKIR;222;78;9
ADDA;222;65;0
BARI;222;54;0
STINGA;222;51;0
FRASER;222;39;0
KERR;222;36;0
DOUCOURE;222;28;0
WHEELER;222;27;0
DE AZEVEDO;221;299;0
UNICA;221;274;0
BONJOCH;221;261;0
ANSOLEAGA;221;254;0
MASAGUE;221;246;0
VERDOY;221;238;0
LLUFRIU;221;233;0
ARAGAY;221;230;0
SAMARRA;221;223;0
SORET;221;220;0
DE LA ENCINA;221;214;0
TERCIADO;221;208;6
MOMBLAN;221;207;10
GARCIA TENORIO;221;203;0
GOZALBEZ;221;203;0
MIRAVALLS;221;203;0
TORRENTO;221;203;0
HOSTA;221;200;0
MERAS;221;197;0
VILLAMERIEL;221;197;0
LICEAGA;221;196;0
CABANILLES;221;193;0
CASSA;221;192;0
LIBRADO;221;190;0
MANGANO;221;185;0
TEJERIZO;221;184;0
MANI;221;183;0
ESCARRE;221;178;0
ALOU;221;177;0
